,YearStart,LocationAbbr,LocationDesc,Question,Data_Value,Data_Value_Alt,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,LocationID,StratificationCategory1,Stratification1
47146,2015,MS,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,,,,,,,,,Hawaiian/Pacific Islander,"(32.745510099000455, -89.53803082499968)",28,Race/Ethnicity,Hawaiian/Pacific Islander
47147,2015,MS,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,,,,,,,,,Hispanic,"(32.745510099000455, -89.53803082499968)",28,Race/Ethnicity,Hispanic
47148,2015,MS,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,,,,,,,,,Other,"(32.745510099000455, -89.53803082499968)",28,Race/Ethnicity,Other
47149,2015,MS,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,32.8,32.8,1959.0,,,,,,Non-Hispanic Black,"(32.745510099000455, -89.53803082499968)",28,Race/Ethnicity,Non-Hispanic Black
47150,2015,MS,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,35.5,35.5,3578.0,,,,,,Non-Hispanic White,"(32.745510099000455, -89.53803082499968)",28,Race/Ethnicity,Non-Hispanic White
47151,2015,MO,Missouri,Percent of adults aged 18 years and older who have obesity,21.4,21.4,381.0,,18 - 24,,,,,"(38.635790776000476, -92.56630005299968)",29,Age (years),18 - 24
47152,2015,MO,Missouri,Percent of adults aged 18 years and older who have obesity,27.5,27.5,635.0,,25 - 34,,,,,"(38.635790776000476, -92.56630005299968)",29,Age (years),25 - 34
47153,2015,MO,Missouri,Percent of adults aged 18 years and older who have obesity,29.4,29.4,2606.0,,65 or older,,,,,"(38.635790776000476, -92.56630005299968)",29,Age (years),65 or older
47154,2015,MO,Missouri,Percent of adults aged 18 years and older who have obesity,35.3,35.3,1043.0,,45 - 54,,,,,"(38.635790776000476, -92.56630005299968)",29,Age (years),45 - 54
47155,2015,MO,Missouri,Percent of adults aged 18 years and older who have obesity,38.7,38.7,1431.0,,55 - 64,,,,,"(38.635790776000476, -92.56630005299968)",29,Age (years),55 - 64
47156,2015,MO,Missouri,Percent of adults aged 18 years and older who have obesity,39.8,39.8,668.0,,35 - 44,,,,,"(38.635790776000476, -92.56630005299968)",29,Age (years),35 - 44
47157,2015,MO,Missouri,Percent of adults aged 18 years and older who have obesity,28.7,28.7,2072.0,,,College graduate,,,,"(38.635790776000476, -92.56630005299968)",29,Education,College graduate
47158,2015,MO,Missouri,Percent of adults aged 18 years and older who have obesity,32.6,32.6,1818.0,,,Some college or technical school,,,,"(38.635790776000476, -92.56630005299968)",29,Education,Some college or technical school
47159,2015,MO,Missouri,Percent of adults aged 18 years and older who have obesity,32.7,32.7,2231.0,,,High school graduate,,,,"(38.635790776000476, -92.56630005299968)",29,Education,High school graduate
47160,2015,MO,Missouri,Percent of adults aged 18 years and older who have obesity,38.5,38.5,634.0,,,Less than high school,,,,"(38.635790776000476, -92.56630005299968)",29,Education,Less than high school
47161,2015,MO,Missouri,Percent of adults aged 18 years and older who have obesity,31.2,31.2,3814.0,,,,Female,,,"(38.635790776000476, -92.56630005299968)",29,Gender,Female
47162,2015,MO,Missouri,Percent of adults aged 18 years and older who have obesity,33.5,33.5,2950.0,,,,Male,,,"(38.635790776000476, -92.56630005299968)",29,Gender,Male
47163,2015,MO,Missouri,Percent of adults aged 18 years and older who have obesity,25.9,25.9,1201.0,,,,,Data not reported,,"(38.635790776000476, -92.56630005299968)",29,Income,Data not reported
47164,2015,MO,Missouri,Percent of adults aged 18 years and older who have obesity,31.8,31.8,896.0,,,,,"$50,000 - $74,999",,"(38.635790776000476, -92.56630005299968)",29,Income,"$50,000 - $74,999"
47165,2015,MO,Missouri,Percent of adults aged 18 years and older who have obesity,31.9,31.9,871.0,,,,,"$35,000 - $49,999",,"(38.635790776000476, -92.56630005299968)",29,Income,"$35,000 - $49,999"
47166,2015,MO,Missouri,Percent of adults aged 18 years and older who have obesity,32.0,32.0,678.0,,,,,"$25,000 - $34,999",,"(38.635790776000476, -92.56630005299968)",29,Income,"$25,000 - $34,999"
47167,2015,MO,Missouri,Percent of adults aged 18 years and older who have obesity,33.4,33.4,1481.0,,,,,"$75,000 or greater",,"(38.635790776000476, -92.56630005299968)",29,Income,"$75,000 or greater"
47168,2015,MO,Missouri,Percent of adults aged 18 years and older who have obesity,34.5,34.5,928.0,,,,,"$15,000 - $24,999",,"(38.635790776000476, -92.56630005299968)",29,Income,"$15,000 - $24,999"
47169,2015,MO,Missouri,Percent of adults aged 18 years and older who have obesity,39.5,39.5,709.0,,,,,"Less than $15,000",,"(38.635790776000476, -92.56630005299968)",29,Income,"Less than $15,000"
47170,2015,MO,Missouri,Percent of adults aged 18 years and older who have obesity,32.4,32.4,6764.0,Total,,,,,,"(38.635790776000476, -92.56630005299968)",29,Total,Total
47171,2015,MO,Missouri,Percent of adults aged 18 years and older who have obesity,,,,,,,,,Asian,"(38.635790776000476, -92.56630005299968)",29,Race/Ethnicity,Asian
47172,2015,MO,Missouri,Percent of adults aged 18 years and older who have obesity,,,,,,,,,Hawaiian/Pacific Islander,"(38.635790776000476, -92.56630005299968)",29,Race/Ethnicity,Hawaiian/Pacific Islander
47173,2015,MO,Missouri,Percent of adults aged 18 years and older who have obesity,,,,,,,,,Other,"(38.635790776000476, -92.56630005299968)",29,Race/Ethnicity,Other
47174,2015,MO,Missouri,Percent of adults aged 18 years and older who have obesity,30.2,30.2,122.0,,,,,,Hispanic,"(38.635790776000476, -92.56630005299968)",29,Race/Ethnicity,Hispanic
47175,2015,MO,Missouri,Percent of adults aged 18 years and older who have obesity,30.6,30.6,151.0,,,,,,2 or more races,"(38.635790776000476, -92.56630005299968)",29,Race/Ethnicity,2 or more races
47176,2015,MO,Missouri,Percent of adults aged 18 years and older who have obesity,32.0,32.0,5678.0,,,,,,Non-Hispanic White,"(38.635790776000476, -92.56630005299968)",29,Race/Ethnicity,Non-Hispanic White
47177,2015,MO,Missouri,Percent of adults aged 18 years and older who have obesity,32.6,32.6,68.0,,,,,,American Indian/Alaska Native,"(38.635790776000476, -92.56630005299968)",29,Race/Ethnicity,American Indian/Alaska Native
47178,2015,MO,Missouri,Percent of adults aged 18 years and older who have obesity,36.9,36.9,604.0,,,,,,Non-Hispanic Black,"(38.635790776000476, -92.56630005299968)",29,Race/Ethnicity,Non-Hispanic Black
47179,2015,MO,Missouri,Percent of adults aged 18 years and older who have an overweight classification,22.3,22.3,381.0,,18 - 24,,,,,"(38.635790776000476, -92.56630005299968)",29,Age (years),18 - 24
47180,2015,MO,Missouri,Percent of adults aged 18 years and older who have an overweight classification,31.4,31.4,635.0,,25 - 34,,,,,"(38.635790776000476, -92.56630005299968)",29,Age (years),25 - 34
47181,2015,MO,Missouri,Percent of adults aged 18 years and older who have an overweight classification,33.2,33.2,668.0,,35 - 44,,,,,"(38.635790776000476, -92.56630005299968)",29,Age (years),35 - 44
47182,2015,MO,Missouri,Percent of adults aged 18 years and older who have an overweight classification,36.5,36.5,1043.0,,45 - 54,,,,,"(38.635790776000476, -92.56630005299968)",29,Age (years),45 - 54
47183,2015,MO,Missouri,Percent of adults aged 18 years and older who have an overweight classification,36.8,36.8,1431.0,,55 - 64,,,,,"(38.635790776000476, -92.56630005299968)",29,Age (years),55 - 64
47184,2015,MO,Missouri,Percent of adults aged 18 years and older who have an overweight classification,38.9,38.9,2606.0,,65 or older,,,,,"(38.635790776000476, -92.56630005299968)",29,Age (years),65 or older
47185,2015,MO,Missouri,Percent of adults aged 18 years and older who have an overweight classification,30.0,30.0,634.0,,,Less than high school,,,,"(38.635790776000476, -92.56630005299968)",29,Education,Less than high school
47186,2015,MO,Missouri,Percent of adults aged 18 years and older who have an overweight classification,33.5,33.5,1818.0,,,Some college or technical school,,,,"(38.635790776000476, -92.56630005299968)",29,Education,Some college or technical school
47187,2015,MO,Missouri,Percent of adults aged 18 years and older who have an overweight classification,34.5,34.5,2231.0,,,High school graduate,,,,"(38.635790776000476, -92.56630005299968)",29,Education,High school graduate
47188,2015,MO,Missouri,Percent of adults aged 18 years and older who have an overweight classification,35.8,35.8,2072.0,,,College graduate,,,,"(38.635790776000476, -92.56630005299968)",29,Education,College graduate
47189,2015,MO,Missouri,Percent of adults aged 18 years and older who have an overweight classification,28.5,28.5,3814.0,,,,Female,,,"(38.635790776000476, -92.56630005299968)",29,Gender,Female
47190,2015,MO,Missouri,Percent of adults aged 18 years and older who have an overweight classification,39.2,39.2,2950.0,,,,Male,,,"(38.635790776000476, -92.56630005299968)",29,Gender,Male
47191,2015,MO,Missouri,Percent of adults aged 18 years and older who have an overweight classification,26.0,26.0,709.0,,,,,"Less than $15,000",,"(38.635790776000476, -92.56630005299968)",29,Income,"Less than $15,000"
47192,2015,MO,Missouri,Percent of adults aged 18 years and older who have an overweight classification,29.5,29.5,1201.0,,,,,Data not reported,,"(38.635790776000476, -92.56630005299968)",29,Income,Data not reported
47193,2015,MO,Missouri,Percent of adults aged 18 years and older who have an overweight classification,33.6,33.6,928.0,,,,,"$15,000 - $24,999",,"(38.635790776000476, -92.56630005299968)",29,Income,"$15,000 - $24,999"
47194,2015,MO,Missouri,Percent of adults aged 18 years and older who have an overweight classification,35.4,35.4,1481.0,,,,,"$75,000 or greater",,"(38.635790776000476, -92.56630005299968)",29,Income,"$75,000 or greater"
47195,2015,MO,Missouri,Percent of adults aged 18 years and older who have an overweight classification,36.3,36.3,678.0,,,,,"$25,000 - $34,999",,"(38.635790776000476, -92.56630005299968)",29,Income,"$25,000 - $34,999"
47196,2015,MO,Missouri,Percent of adults aged 18 years and older who have an overweight classification,36.9,36.9,896.0,,,,,"$50,000 - $74,999",,"(38.635790776000476, -92.56630005299968)",29,Income,"$50,000 - $74,999"
47197,2015,MO,Missouri,Percent of adults aged 18 years and older who have an overweight classification,37.0,37.0,871.0,,,,,"$35,000 - $49,999",,"(38.635790776000476, -92.56630005299968)",29,Income,"$35,000 - $49,999"
47198,2015,MO,Missouri,Percent of adults aged 18 years and older who have an overweight classification,33.9,33.9,6764.0,Total,,,,,,"(38.635790776000476, -92.56630005299968)",29,Total,Total
47199,2015,MO,Missouri,Percent of adults aged 18 years and older who have an overweight classification,,,,,,,,,Asian,"(38.635790776000476, -92.56630005299968)",29,Race/Ethnicity,Asian
47200,2015,MO,Missouri,Percent of adults aged 18 years and older who have an overweight classification,,,,,,,,,Hawaiian/Pacific Islander,"(38.635790776000476, -92.56630005299968)",29,Race/Ethnicity,Hawaiian/Pacific Islander
47201,2015,MO,Missouri,Percent of adults aged 18 years and older who have an overweight classification,,,,,,,,,Other,"(38.635790776000476, -92.56630005299968)",29,Race/Ethnicity,Other
47202,2015,MO,Missouri,Percent of adults aged 18 years and older who have an overweight classification,26.9,26.9,122.0,,,,,,Hispanic,"(38.635790776000476, -92.56630005299968)",29,Race/Ethnicity,Hispanic
47203,2015,MO,Missouri,Percent of adults aged 18 years and older who have an overweight classification,30.2,30.2,151.0,,,,,,2 or more races,"(38.635790776000476, -92.56630005299968)",29,Race/Ethnicity,2 or more races
47204,2015,MO,Missouri,Percent of adults aged 18 years and older who have an overweight classification,30.6,30.6,68.0,,,,,,American Indian/Alaska Native,"(38.635790776000476, -92.56630005299968)",29,Race/Ethnicity,American Indian/Alaska Native
47205,2015,MO,Missouri,Percent of adults aged 18 years and older who have an overweight classification,34.4,34.4,5678.0,,,,,,Non-Hispanic White,"(38.635790776000476, -92.56630005299968)",29,Race/Ethnicity,Non-Hispanic White
47206,2015,MO,Missouri,Percent of adults aged 18 years and older who have an overweight classification,35.9,35.9,604.0,,,,,,Non-Hispanic Black,"(38.635790776000476, -92.56630005299968)",29,Race/Ethnicity,Non-Hispanic Black
47207,2015,MT,Montana,Percent of adults aged 18 years and older who have obesity,12.9,12.9,284.0,,18 - 24,,,,,"(47.06652897200047, -109.42442064499971)",30,Age (years),18 - 24
47208,2015,MT,Montana,Percent of adults aged 18 years and older who have obesity,20.9,20.9,459.0,,25 - 34,,,,,"(47.06652897200047, -109.42442064499971)",30,Age (years),25 - 34
47209,2015,MT,Montana,Percent of adults aged 18 years and older who have obesity,23.2,23.2,2173.0,,65 or older,,,,,"(47.06652897200047, -109.42442064499971)",30,Age (years),65 or older
47210,2015,MT,Montana,Percent of adults aged 18 years and older who have obesity,25.3,25.3,526.0,,35 - 44,,,,,"(47.06652897200047, -109.42442064499971)",30,Age (years),35 - 44
47211,2015,MT,Montana,Percent of adults aged 18 years and older who have obesity,26.8,26.8,1342.0,,55 - 64,,,,,"(47.06652897200047, -109.42442064499971)",30,Age (years),55 - 64
47212,2015,MT,Montana,Percent of adults aged 18 years and older who have obesity,30.2,30.2,779.0,,45 - 54,,,,,"(47.06652897200047, -109.42442064499971)",30,Age (years),45 - 54
47213,2015,MT,Montana,Percent of adults aged 18 years and older who have obesity,18.5,18.5,1954.0,,,College graduate,,,,"(47.06652897200047, -109.42442064499971)",30,Education,College graduate
47214,2015,MT,Montana,Percent of adults aged 18 years and older who have obesity,24.6,24.6,1681.0,,,High school graduate,,,,"(47.06652897200047, -109.42442064499971)",30,Education,High school graduate
47215,2015,MT,Montana,Percent of adults aged 18 years and older who have obesity,25.8,25.8,1610.0,,,Some college or technical school,,,,"(47.06652897200047, -109.42442064499971)",30,Education,Some college or technical school
47216,2015,MT,Montana,Percent of adults aged 18 years and older who have obesity,27.5,27.5,308.0,,,Less than high school,,,,"(47.06652897200047, -109.42442064499971)",30,Education,Less than high school
47217,2015,MT,Montana,Percent of adults aged 18 years and older who have obesity,23.4,23.4,2961.0,,,,Female,,,"(47.06652897200047, -109.42442064499971)",30,Gender,Female
47218,2015,MT,Montana,Percent of adults aged 18 years and older who have obesity,23.7,23.7,2602.0,,,,Male,,,"(47.06652897200047, -109.42442064499971)",30,Gender,Male
47219,2015,MT,Montana,Percent of adults aged 18 years and older who have obesity,19.8,19.8,1207.0,,,,,"$75,000 or greater",,"(47.06652897200047, -109.42442064499971)",30,Income,"$75,000 or greater"
47220,2015,MT,Montana,Percent of adults aged 18 years and older who have obesity,20.5,20.5,882.0,,,,,Data not reported,,"(47.06652897200047, -109.42442064499971)",30,Income,Data not reported
47221,2015,MT,Montana,Percent of adults aged 18 years and older who have obesity,24.2,24.2,781.0,,,,,"$50,000 - $74,999",,"(47.06652897200047, -109.42442064499971)",30,Income,"$50,000 - $74,999"
47222,2015,MT,Montana,Percent of adults aged 18 years and older who have obesity,24.9,24.9,611.0,,,,,"$25,000 - $34,999",,"(47.06652897200047, -109.42442064499971)",30,Income,"$25,000 - $34,999"
47223,2015,MT,Montana,Percent of adults aged 18 years and older who have obesity,25.1,25.1,799.0,,,,,"$35,000 - $49,999",,"(47.06652897200047, -109.42442064499971)",30,Income,"$35,000 - $49,999"
47224,2015,MT,Montana,Percent of adults aged 18 years and older who have obesity,26.9,26.9,812.0,,,,,"$15,000 - $24,999",,"(47.06652897200047, -109.42442064499971)",30,Income,"$15,000 - $24,999"
47225,2015,MT,Montana,Percent of adults aged 18 years and older who have obesity,28.6,28.6,471.0,,,,,"Less than $15,000",,"(47.06652897200047, -109.42442064499971)",30,Income,"Less than $15,000"
